租金,room_size,室,卫,厅,天然气,空调,独卫,飘窗,阳台,district_name,price_y,最近地铁距离,1500内地铁口,最近公交站距离,500内公交站数量,最近银行距离,1000内银行数量,最近影院距离,1000内影院数量,最近餐饮距离,700内餐饮数量,500内超市数量,1000内公园数量,最近菜市场距离,1000内菜市场数量
1200,34,5,3,1,0,0,1,0,1,成华区,17210,2948.914957,理工大学,105.9304891,3,1125.01423,1,919.0456899,1,32.65837103,3,1,7,1062.950009,1
605,14,5,3,1,0,1,0,1,0,成华区,17210,2948.914957,理工大学,105.9304891,3,1125.01423,1,919.0456899,1,32.65837103,3,1,7,1062.950009,1
900,29,5,3,1,0,1,0,0,1,成华区,17210,2948.914957,理工大学,105.9304891,3,1125.01423,1,919.0456899,1,32.65837103,3,1,7,1062.950009,1
1800,28,1,1,1,0,0,0,0,0,高新区,13127,2289.943271,天府三街,114.9667901,5,1607.739749,1,36.69405358,3,83.2281825,20,12,18,488.4101918,2
1175,25,5,3,1,0,0,1,0,0,高新区,30702,2606.473258,世纪城,281.3620803,5,1089.939204,1,232.8178076,3,93.11992106,20,10,20,384.7364098,3
825,14,5,3,1,0,0,0,0,0,高新区,30702,2606.473258,世纪城,281.3620803,5,1089.939204,1,232.8178076,3,93.11992106,20,10,20,384.7364098,3
705,10,5,3,1,0,0,0,0,0,高新区,30702,2606.473258,世纪城,281.3620803,5,1089.939204,1,232.8178076,3,93.11992106,20,10,20,384.7364098,3
615,7,5,3,1,0,0,0,0,0,高新区,30702,2606.473258,世纪城,281.3620803,5,1089.939204,1,232.8178076,3,93.11992106,20,10,20,384.7364098,3
765,12,5,3,1,0,1,0,0,0,高新区,30702,2606.473258,世纪城,281.3620803,5,1089.939204,1,232.8178076,3,93.11992106,20,10,20,384.7364098,3
745,12,4,2,1,0,0,0,1,0,高新区,18329,402.4567977,华阳 广都 四河 五根松,255.5830959,5,628.2646227,1,1471.122348,1,103.9608752,20,14,11,767.9732888,3
845,20,4,2,1,0,0,0,0,1,高新区,18329,402.4567977,华阳 广都 四河 五根松,255.5830959,5,628.2646227,1,1471.122348,1,103.9608752,20,14,11,767.9732888,3
705,10,4,2,1,0,0,0,1,0,高新区,18329,402.4567977,华阳 广都 四河 五根松,255.5830959,5,628.2646227,1,1471.122348,1,103.9608752,20,14,11,767.9732888,3
1150,21,4,2,1,0,0,1,1,0,高新区,18329,402.4567977,华阳 广都 四河 五根松,255.5830959,5,628.2646227,1,1471.122348,1,103.9608752,20,14,11,767.9732888,3
695,12,4,2,1,0,0,0,1,0,高新区,18329,402.4567977,华阳 广都 四河 五根松,255.5830959,5,628.2646227,1,1471.122348,1,103.9608752,20,14,11,767.9732888,3
1150,20,4,2,1,0,0,1,1,0,高新区,18329,402.4567977,华阳 广都 四河 五根松,255.5830959,5,628.2646227,1,1471.122348,1,103.9608752,20,14,11,767.9732888,3
635,11,4,2,1,0,0,0,1,0,高新区,18329,402.4567977,华阳 广都 四河 五根松,255.5830959,5,628.2646227,1,1471.122348,1,103.9608752,20,14,11,767.9732888,3
715,10,4,2,1,0,0,0,0,0,高新区,30702,2606.473258,世纪城,281.3620803,5,1089.939204,1,232.8178076,3,93.11992106,20,10,20,384.7364098,3
665,10,4,2,1,0,0,0,0,0,高新区,30702,2606.473258,世纪城,281.3620803,5,1089.939204,1,232.8178076,3,93.11992106,20,10,20,384.7364098,3
845,12,4,2,1,0,0,0,0,0,高新区,30702,2606.473258,世纪城,281.3620803,5,1089.939204,1,232.8178076,3,93.11992106,20,10,20,384.7364098,3
990,18,4,2,1,0,0,0,0,0,高新区,30702,2606.473258,世纪城,281.3620803,5,1089.939204,1,232.8178076,3,93.11992106,20,10,20,384.7364098,3
950,26,4,2,1,0,0,0,0,1,高新区,18329,402.4567977,华阳 广都 四河 五根松,255.5830959,5,628.2646227,1,1471.122348,1,103.9608752,20,14,11,767.9732888,3
1200,20,4,2,1,0,1,1,1,0,高新区,18329,402.4567977,华阳 广都 四河 五根松,255.5830959,5,628.2646227,1,1471.122348,1,103.9608752,20,14,11,767.9732888,3
880,12,4,2,1,0,0,0,1,0,高新区,18329,402.4567977,华阳 广都 四河 五根松,255.5830959,5,628.2646227,1,1471.122348,1,103.9608752,20,14,11,767.9732888,3
870,11,4,2,1,0,1,0,1,0,高新区,18329,402.4567977,华阳 广都 四河 五根松,255.5830959,5,628.2646227,1,1471.122348,1,103.9608752,20,14,11,767.9732888,3
750,10,5,2,1,0,0,0,1,0,青羊区,22024,496.0913056,中坝 蔡桥,97.60498006,5,202.9884998,1,1450.791566,1,22.51572045,20,15,16,621.4314706,1
1050,19,5,2,1,0,0,0,1,0,青羊区,22024,496.0913056,中坝 蔡桥,97.60498006,5,202.9884998,1,1450.791566,1,22.51572045,20,15,16,621.4314706,1
780,12,5,2,1,0,1,0,1,0,青羊区,22024,496.0913056,中坝 蔡桥,97.60498006,5,202.9884998,1,1450.791566,1,22.51572045,20,15,16,621.4314706,1
800,12,5,2,1,0,0,0,0,1,青羊区,22024,496.0913056,中坝 蔡桥,97.60498006,5,202.9884998,1,1450.791566,1,22.51572045,20,15,16,621.4314706,1
840,16,5,2,1,0,0,0,0,1,青羊区,22024,496.0913056,中坝 蔡桥,97.60498006,5,202.9884998,1,1450.791566,1,22.51572045,20,15,16,621.4314706,1
885,19,4,2,1,0,1,0,0,1,双流区,16773,2247.213182,天府五街,72.35483566,3,1660.561048,1,1417.228447,1,105.1697866,3,1,3,992.1832904,1
825,17,4,2,1,0,1,0,1,0,双流区,16773,2247.213182,天府五街,72.35483566,3,1660.561048,1,1417.228447,1,105.1697866,3,1,3,992.1832904,1
1150,19,4,2,1,0,0,1,1,0,双流区,16773,2247.213182,天府五街,72.35483566,3,1660.561048,1,1417.228447,1,105.1697866,3,1,3,992.1832904,1
785,13,4,2,1,0,0,0,0,0,双流区,16773,2247.213182,天府五街,72.35483566,3,1660.561048,1,1417.228447,1,105.1697866,3,1,3,992.1832904,1
2105,30,1,1,1,1,1,1,1,1,高新区,16375,1421.516685,世纪城,159.634556,4,1153.741834,1,1140.146412,1,34.58770713,20,6,18,1311.222602,1
1700,35,2,2,2,1,1,1,0,0,高新区,16057,2051.278183,天府三街,118.6329858,5,1415.148709,1,453.6502358,2,91.70413354,20,15,18,208.3070653,1
1700,35,2,2,2,1,1,1,0,0,双流区,,21771.3889,双流机场2航站楼,67.5130319,5,1129.146978,1,104.2953759,2,101.9104461,20,12,20,773.2873907,3
1500,35,2,2,2,1,0,1,0,0,高新区,16057,2051.278183,天府三街,118.6329858,5,1415.148709,1,453.6502358,2,91.70413354,20,15,18,208.3070653,1
1500,35,2,2,2,1,0,1,0,0,双流区,,21771.3889,双流机场2航站楼,67.5130319,5,1129.146978,1,104.2953759,2,101.9104461,20,12,20,773.2873907,3
950,20,3,1,1,0,0,0,0,1,高新区,18329,402.4567977,华阳 广都 四河 五根松,255.5830959,5,628.2646227,1,1471.122348,1,103.9608752,20,14,11,767.9732888,3
720,8,3,1,1,0,0,0,1,0,高新区,18329,402.4567977,华阳 广都 四河 五根松,255.5830959,5,628.2646227,1,1471.122348,1,103.9608752,20,14,11,767.9732888,3
880,20,3,1,1,0,0,0,1,0,高新区,18329,402.4567977,华阳 广都 四河 五根松,255.5830959,5,628.2646227,1,1471.122348,1,103.9608752,20,14,11,767.9732888,3
1650,22,2,2,2,1,0,1,0,0,高新区,16057,2051.278183,天府三街,118.6329858,5,1415.148709,1,453.6502358,2,91.70413354,20,15,18,208.3070653,1
1650,22,2,2,2,1,0,1,0,0,双流区,,21771.3889,双流机场2航站楼,67.5130319,5,1129.146978,1,104.2953759,2,101.9104461,20,12,20,773.2873907,3
1670,25,2,2,2,1,0,1,0,0,高新区,16057,2051.278183,天府三街,118.6329858,5,1415.148709,1,453.6502358,2,91.70413354,20,15,18,208.3070653,1
1670,25,2,2,2,1,0,1,0,0,双流区,,21771.3889,双流机场2航站楼,67.5130319,5,1129.146978,1,104.2953759,2,101.9104461,20,12,20,773.2873907,3
580,6,4,1,1,0,0,0,0,0,青羊区,21134,633.4896591,成都西站,130.3401414,4,2046.082762,1,1477.881528,1,37.65781805,20,6,12,1573.455797,1
705,10,4,1,1,0,0,0,1,0,青羊区,21134,633.4896591,成都西站,130.3401414,4,2046.082762,1,1477.881528,1,37.65781805,20,6,12,1573.455797,1
500,6,4,1,1,0,0,0,1,0,青羊区,21134,633.4896591,成都西站,130.3401414,4,2046.082762,1,1477.881528,1,37.65781805,20,6,12,1573.455797,1
790,14,4,1,1,0,1,0,0,1,青羊区,21134,633.4896591,成都西站,130.3401414,4,2046.082762,1,1477.881528,1,37.65781805,20,6,12,1573.455797,1
930,15,3,2,1,0,1,0,0,0,高新区,13346,1072.546283,四河 广都 华府大道,220.0314204,2,1797.155272,1,1840.09297,1,213.8279578,20,6,3,443.7338496,2
740,12,3,2,1,0,0,0,0,0,高新区,13346,1072.546283,四河 广都 华府大道,220.0314204,2,1797.155272,1,1840.09297,1,213.8279578,20,6,3,443.7338496,2
1055,25,3,2,1,0,1,1,0,0,高新区,13346,1072.546283,四河 广都 华府大道,220.0314204,2,1797.155272,1,1840.09297,1,213.8279578,20,6,3,443.7338496,2
850,16,3,1,1,0,0,0,0,1,高新区,18329,402.4567977,华阳 广都 四河 五根松,255.5830959,5,628.2646227,1,1471.122348,1,103.9608752,20,14,11,767.9732888,3
770,11,3,1,1,0,0,0,0,1,高新区,18329,402.4567977,华阳 广都 四河 五根松,255.5830959,5,628.2646227,1,1471.122348,1,103.9608752,20,14,11,767.9732888,3
890,13,3,1,1,0,0,0,1,0,高新区,18329,402.4567977,华阳 广都 四河 五根松,255.5830959,5,628.2646227,1,1471.122348,1,103.9608752,20,14,11,767.9732888,3
880,20,3,1,1,0,0,0,1,1,高新区,18329,402.4567977,华阳 广都 四河 五根松,255.5830959,5,628.2646227,1,1471.122348,1,103.9608752,20,14,11,767.9732888,3
720,8,3,1,1,0,0,0,1,0,高新区,18329,402.4567977,华阳 广都 四河 五根松,255.5830959,5,628.2646227,1,1471.122348,1,103.9608752,20,14,11,767.9732888,3
980,20,3,1,1,0,1,0,1,1,高新区,18329,402.4567977,华阳 广都 四河 五根松,255.5830959,5,628.2646227,1,1471.122348,1,103.9608752,20,14,11,767.9732888,3
605,9,3,1,1,0,1,0,0,0,青羊区,20248,1195.1457,成都西站,256.8597161,4,2013.268516,1,2043.181605,1,92.87627857,14,3,4,1015.048606,1
600,9,3,1,1,0,0,0,0,0,青羊区,20248,1195.1457,成都西站,256.8597161,4,2013.268516,1,2043.181605,1,92.87627857,14,3,4,1015.048606,1
845,15,3,1,1,0,0,0,0,0,青羊区,20248,1195.1457,成都西站,256.8597161,4,2013.268516,1,2043.181605,1,92.87627857,14,3,4,1015.048606,1
1050,27,3,2,1,0,1,1,0,1,高新区,13346,1072.546283,四河 广都 华府大道,220.0314204,2,1797.155272,1,1840.09297,1,213.8279578,20,6,3,443.7338496,2
920,19,3,2,1,0,0,0,1,0,高新区,13346,1072.546283,四河 广都 华府大道,220.0314204,2,1797.155272,1,1840.09297,1,213.8279578,20,6,3,443.7338496,2
1060,14,3,2,1,0,0,0,0,0,高新区,13346,1072.546283,四河 广都 华府大道,220.0314204,2,1797.155272,1,1840.09297,1,213.8279578,20,6,3,443.7338496,2
750,20,3,1,1,0,0,0,1,1,成华区,13515,1828.272241,理工大学,161.4838173,3,517.3951946,1,1653.010258,1,512.0246074,9,3,2,767.7469944,1
630,11,3,1,1,0,0,0,1,0,成华区,13515,1828.272241,理工大学,161.4838173,3,517.3951946,1,1653.010258,1,512.0246074,9,3,2,767.7469944,1
520,8,3,1,1,0,0,0,1,0,成华区,13515,1828.272241,理工大学,161.4838173,3,517.3951946,1,1653.010258,1,512.0246074,9,3,2,767.7469944,1
845,13,3,1,1,0,0,0,0,1,锦江区,21888,2112.194884,惠王陵,114.2326907,5,420.7207245,3,3978.060786,1,100.7559495,20,5,8,485.8219195,2
755,13,3,1,1,0,0,0,1,0,锦江区,21888,2112.194884,惠王陵,114.2326907,5,420.7207245,3,3978.060786,1,100.7559495,20,5,8,485.8219195,2
610,11,3,1,1,0,0,0,1,0,锦江区,21888,2112.194884,惠王陵,114.2326907,5,420.7207245,3,3978.060786,1,100.7559495,20,5,8,485.8219195,2
950,21,4,2,1,0,0,0,0,1,双流区,16773,2247.213182,天府五街,72.35483566,3,1660.561048,1,1417.228447,1,105.1697866,3,1,3,992.1832904,1
680,10,4,2,1,0,0,0,0,0,双流区,16773,2247.213182,天府五街,72.35483566,3,1660.561048,1,1417.228447,1,105.1697866,3,1,3,992.1832904,1
680,12,4,2,1,0,0,0,1,0,双流区,16773,2247.213182,天府五街,72.35483566,3,1660.561048,1,1417.228447,1,105.1697866,3,1,3,992.1832904,1
1100,20,4,2,1,0,1,1,1,0,双流区,16773,2247.213182,天府五街,72.35483566,3,1660.561048,1,1417.228447,1,105.1697866,3,1,3,992.1832904,1
755,10,4,2,1,0,1,0,1,0,锦江区,19391,1334.192616,东大路 四川师大 狮子山 塔子山公园,356.101046,5,1117.028135,1,1498.54437,1,69.73010606,20,12,20,235.1788691,3
1105,19,4,2,1,0,0,1,1,0,锦江区,19391,1334.192616,东大路 四川师大 狮子山 塔子山公园,356.101046,5,1117.028135,1,1498.54437,1,69.73010606,20,12,20,235.1788691,3
805,16,4,2,1,0,0,0,0,1,锦江区,19391,1334.192616,东大路 四川师大 狮子山 塔子山公园,356.101046,5,1117.028135,1,1498.54437,1,69.73010606,20,12,20,235.1788691,3
850,18,4,2,1,0,0,0,1,0,锦江区,19391,1334.192616,东大路 四川师大 狮子山 塔子山公园,356.101046,5,1117.028135,1,1498.54437,1,69.73010606,20,12,20,235.1788691,3
1310,39,5,3,1,0,0,1,1,0,高新区,28288,1009.517324,孵化园 金融城 锦城广场,154.5207729,2,758.9154623,1,1323.623504,1,106.9785288,6,1,4,986.7200941,1
1055,24,5,3,1,0,0,0,0,1,高新区,28288,1009.517324,孵化园 金融城 锦城广场,154.5207729,2,758.9154623,1,1323.623504,1,106.9785288,6,1,4,986.7200941,1
890,15,5,3,1,0,0,0,1,0,高新区,28288,1009.517324,孵化园 金融城 锦城广场,154.5207729,2,758.9154623,1,1323.623504,1,106.9785288,6,1,4,986.7200941,1
840,10,5,3,1,0,0,0,0,0,高新区,28288,1009.517324,孵化园 金融城 锦城广场,154.5207729,2,758.9154623,1,1323.623504,1,106.9785288,6,1,4,986.7200941,1
950,22,5,3,1,0,0,0,0,1,高新区,28288,1009.517324,孵化园 金融城 锦城广场,154.5207729,2,758.9154623,1,1323.623504,1,106.9785288,6,1,4,986.7200941,1
425,8,4,1,1,0,0,0,0,0,龙泉驿区,13737,2084.492932,连山坡,179.3424574,2,4047.351733,1,1030.85207,1,99.30148302,20,3,4,754.7673956,1
600,11,4,1,1,0,0,0,1,0,龙泉驿区,13737,2084.492932,连山坡,179.3424574,2,4047.351733,1,1030.85207,1,99.30148302,20,3,4,754.7673956,1
615,17,4,1,1,0,0,0,0,1,龙泉驿区,13737,2084.492932,连山坡,179.3424574,2,4047.351733,1,1030.85207,1,99.30148302,20,3,4,754.7673956,1
340,16,4,1,1,0,0,0,0,1,龙泉驿区,13737,2084.492932,连山坡,179.3424574,2,4047.351733,1,1030.85207,1,99.30148302,20,3,4,754.7673956,1
635,7,4,1,1,0,0,0,0,0,青羊区,20248,1195.1457,成都西站,256.8597161,4,2013.268516,1,2043.181605,1,92.87627857,14,3,4,1015.048606,1
700,13,4,1,1,0,1,0,0,0,青羊区,20248,1195.1457,成都西站,256.8597161,4,2013.268516,1,2043.181605,1,92.87627857,14,3,4,1015.048606,1
600,11,4,1,1,0,0,0,0,0,青羊区,20248,1195.1457,成都西站,256.8597161,4,2013.268516,1,2043.181605,1,92.87627857,14,3,4,1015.048606,1
635,7,4,1,1,0,0,0,0,0,青羊区,20248,1195.1457,成都西站,256.8597161,4,2013.268516,1,2043.181605,1,92.87627857,14,3,4,1015.048606,1
825,19,3,2,3,0,0,0,1,0,高新区,13346,1072.546283,四河 广都 华府大道,220.0314204,2,1797.155272,1,1840.09297,1,213.8279578,20,6,3,443.7338496,2
1030,31,3,2,3,0,0,1,0,1,高新区,13346,1072.546283,四河 广都 华府大道,220.0314204,2,1797.155272,1,1840.09297,1,213.8279578,20,6,3,443.7338496,2
760,14,3,2,3,0,0,0,0,0,高新区,13346,1072.546283,四河 广都 华府大道,220.0314204,2,1797.155272,1,1840.09297,1,213.8279578,20,6,3,443.7338496,2
845,18,4,2,1,0,0,0,0,0,高新区,30702,2606.473258,世纪城,281.3620803,5,1089.939204,1,232.8178076,3,93.11992106,20,10,20,384.7364098,3
850,10,4,2,1,0,1,0,0,0,高新区,30702,2606.473258,世纪城,281.3620803,5,1089.939204,1,232.8178076,3,93.11992106,20,10,20,384.7364098,3
855,12,4,2,1,0,1,0,0,0,高新区,30702,2606.473258,世纪城,281.3620803,5,1089.939204,1,232.8178076,3,93.11992106,20,10,20,384.7364098,3
650,10,4,2,1,0,0,0,0,0,高新区,30702,2606.473258,世纪城,281.3620803,5,1089.939204,1,232.8178076,3,93.11992106,20,10,20,384.7364098,3
750,10,3,1,1,0,0,0,0,1,高新区,11197,746.4402357,琉璃场 四川师大,211.5511267,5,283.088954,3,2287.365052,1,85.00903148,20,15,11,216.4773971,3
800,17,3,1,1,0,0,0,0,1,高新区,11197,746.4402357,琉璃场 四川师大,211.5511267,5,283.088954,3,2287.365052,1,85.00903148,20,15,11,216.4773971,3
755,11,3,1,1,0,0,0,1,0,高新区,11197,746.4402357,琉璃场 四川师大,211.5511267,5,283.088954,3,2287.365052,1,85.00903148,20,15,11,216.4773971,3
785,12,3,1,1,0,1,0,1,0,双流区,16773,2247.213182,天府五街,72.35483566,3,1660.561048,1,1417.228447,1,105.1697866,3,1,3,992.1832904,1
795,18,3,1,1,0,0,0,0,1,双流区,16773,2247.213182,天府五街,72.35483566,3,1660.561048,1,1417.228447,1,105.1697866,3,1,3,992.1832904,1
835,15,3,1,1,0,1,0,1,0,双流区,16773,2247.213182,天府五街,72.35483566,3,1660.561048,1,1417.228447,1,105.1697866,3,1,3,992.1832904,1
1055,24,3,2,1,0,0,1,0,1,高新区,13346,1072.546283,四河 广都 华府大道,220.0314204,2,1797.155272,1,1840.09297,1,213.8279578,20,6,3,443.7338496,2
855,19,3,2,1,0,0,0,1,0,高新区,13346,1072.546283,四河 广都 华府大道,220.0314204,2,1797.155272,1,1840.09297,1,213.8279578,20,6,3,443.7338496,2
795,14,3,2,1,0,1,0,0,0,高新区,13346,1072.546283,四河 广都 华府大道,220.0314204,2,1797.155272,1,1840.09297,1,213.8279578,20,6,3,443.7338496,2
795,15,3,1,1,0,1,0,0,1,高新区,18141,1067.608544,华府大道 天府五街,347.9967765,3,600.4141129,2,1143.515712,1,314.3941926,20,8,15,472.1613319,1
650,11,4,2,1,0,0,0,1,0,成华区,17210,2948.914957,理工大学,105.9304891,3,1125.01423,1,919.0456899,1,32.65837103,3,1,7,1062.950009,1
950,23,4,2,1,0,0,1,1,0,成华区,17210,2948.914957,理工大学,105.9304891,3,1125.01423,1,919.0456899,1,32.65837103,3,1,7,1062.950009,1
640,13,4,2,1,0,0,0,1,0,成华区,17210,2948.914957,理工大学,105.9304891,3,1125.01423,1,919.0456899,1,32.65837103,3,1,7,1062.950009,1
760,20,4,2,1,0,0,0,0,1,成华区,17210,2948.914957,理工大学,105.9304891,3,1125.01423,1,919.0456899,1,32.65837103,3,1,7,1062.950009,1
1150,22,4,2,1,0,1,1,1,0,高新区,18329,402.4567977,华阳 广都 四河 五根松,255.5830959,5,628.2646227,1,1471.122348,1,103.9608752,20,14,11,767.9732888,3
755,13,4,2,1,0,1,0,1,0,高新区,18329,402.4567977,华阳 广都 四河 五根松,255.5830959,5,628.2646227,1,1471.122348,1,103.9608752,20,14,11,767.9732888,3
785,11,4,2,1,0,1,0,1,0,高新区,18329,402.4567977,华阳 广都 四河 五根松,255.5830959,5,628.2646227,1,1471.122348,1,103.9608752,20,14,11,767.9732888,3
440,9,4,1,1,0,0,0,1,0,郫都区,20626,3279.484023,花照壁,154.872732,5,889.6931523,1,1184.006994,1,244.4483641,16,7,13,946.8495384,2
490,10,4,1,1,0,0,0,1,0,郫都区,20626,3279.484023,花照壁,154.872732,5,889.6931523,1,1184.006994,1,244.4483641,16,7,13,946.8495384,2
500,10,4,1,1,0,0,0,1,0,郫都区,20626,3279.484023,花照壁,154.872732,5,889.6931523,1,1184.006994,1,244.4483641,16,7,13,946.8495384,2
460,9,4,1,1,0,0,0,1,0,郫都区,20626,3279.484023,花照壁,154.872732,5,889.6931523,1,1184.006994,1,244.4483641,16,7,13,946.8495384,2
950,15,4,2,1,0,0,0,0,1,成华区,18447,541.3383046,迎晖路 槐树店,372.5917316,2,1415.520404,1,1290.765595,1,90.41004209,20,14,6,824.1584601,3
505,7,4,2,1,0,0,0,1,0,成华区,18447,541.3383046,迎晖路 槐树店,372.5917316,2,1415.520404,1,1290.765595,1,90.41004209,20,14,6,824.1584601,3
1100,16,4,2,1,0,0,1,1,0,成华区,18447,541.3383046,迎晖路 槐树店,372.5917316,2,1415.520404,1,1290.765595,1,90.41004209,20,14,6,824.1584601,3
550,9,4,2,1,0,0,0,1,0,成华区,18447,541.3383046,迎晖路 槐树店,372.5917316,2,1415.520404,1,1290.765595,1,90.41004209,20,14,6,824.1584601,3
845,15,3,1,1,0,0,0,0,0,高新区,18141,1067.608544,华府大道 天府五街,347.9967765,3,600.4141129,2,1143.515712,1,314.3941926,20,8,15,472.1613319,1
735,8,3,1,1,0,0,0,0,0,高新区,18141,1067.608544,华府大道 天府五街,347.9967765,3,600.4141129,2,1143.515712,1,314.3941926,20,8,15,472.1613319,1
890,21,4,2,1,0,0,0,0,1,高新区,18329,402.4567977,华阳 广都 四河 五根松,255.5830959,5,628.2646227,1,1471.122348,1,103.9608752,20,14,11,767.9732888,3
1270,17,4,2,1,0,0,1,1,0,高新区,18329,402.4567977,华阳 广都 四河 五根松,255.5830959,5,628.2646227,1,1471.122348,1,103.9608752,20,14,11,767.9732888,3
795,11,4,2,1,0,0,0,1,0,高新区,18329,402.4567977,华阳 广都 四河 五根松,255.5830959,5,628.2646227,1,1471.122348,1,103.9608752,20,14,11,767.9732888,3
710,7,4,2,1,0,0,0,1,0,高新区,18329,402.4567977,华阳 广都 四河 五根松,255.5830959,5,628.2646227,1,1471.122348,1,103.9608752,20,14,11,767.9732888,3
835,17,3,1,1,0,0,0,0,1,双流区,16773,2247.213182,天府五街,72.35483566,3,1660.561048,1,1417.228447,1,105.1697866,3,1,3,992.1832904,1
795,15,3,1,1,0,0,0,1,0,双流区,16773,2247.213182,天府五街,72.35483566,3,1660.561048,1,1417.228447,1,105.1697866,3,1,3,992.1832904,1
715,11,3,1,1,0,0,0,1,0,双流区,16773,2247.213182,天府五街,72.35483566,3,1660.561048,1,1417.228447,1,105.1697866,3,1,3,992.1832904,1
905,21,4,2,1,0,1,0,0,1,高新区,18329,402.4567977,华阳 广都 四河 五根松,255.5830959,5,628.2646227,1,1471.122348,1,103.9608752,20,14,11,767.9732888,3
600,16,4,1,1,0,0,0,1,0,双流区,16337,2374.97326,华府大道,104.740966,4,1300.963039,1,1323.574679,1,6.51478901,9,2,8,503.6989889,2
500,10,4,1,1,0,0,0,1,0,双流区,16337,2374.97326,华府大道,104.740966,4,1300.963039,1,1323.574679,1,6.51478901,9,2,8,503.6989889,2
650,17,4,1,1,0,0,0,0,1,双流区,16337,2374.97326,华府大道,104.740966,4,1300.963039,1,1323.574679,1,6.51478901,9,2,8,503.6989889,2
500,9,4,1,1,0,0,0,1,0,双流区,16337,2374.97326,华府大道,104.740966,4,1300.963039,1,1323.574679,1,6.51478901,9,2,8,503.6989889,2
500,10,4,1,1,0,0,0,1,0,龙泉驿区,14812,1200.486119,连山坡,151.7690241,5,4137.13475,1,837.3614251,1,129.8804899,19,1,4,285.248767,1
600,13,4,1,1,0,0,0,1,0,龙泉驿区,14812,1200.486119,连山坡,151.7690241,5,4137.13475,1,837.3614251,1,129.8804899,19,1,4,285.248767,1
420,9,4,1,1,0,0,0,0,0,龙泉驿区,14812,1200.486119,连山坡,151.7690241,5,4137.13475,1,837.3614251,1,129.8804899,19,1,4,285.248767,1
650,14,4,1,1,0,1,0,0,1,龙泉驿区,14812,1200.486119,连山坡,151.7690241,5,4137.13475,1,837.3614251,1,129.8804899,19,1,4,285.248767,1
920,19,3,2,1,0,0,0,1,0,高新区,13346,1072.546283,四河 广都 华府大道,220.0314204,2,1797.155272,1,1840.09297,1,213.8279578,20,6,3,443.7338496,2
1035,24,3,2,1,0,0,1,0,1,高新区,13346,1072.546283,四河 广都 华府大道,220.0314204,2,1797.155272,1,1840.09297,1,213.8279578,20,6,3,443.7338496,2
795,14,3,2,1,0,0,0,0,0,高新区,13346,1072.546283,四河 广都 华府大道,220.0314204,2,1797.155272,1,1840.09297,1,213.8279578,20,6,3,443.7338496,2
1350,20,4,2,1,0,1,1,1,0,高新区,18329,402.4567977,华阳 广都 四河 五根松,255.5830959,5,628.2646227,1,1471.122348,1,103.9608752,20,14,11,767.9732888,3
990,22,4,2,1,0,0,0,0,1,高新区,18329,402.4567977,华阳 广都 四河 五根松,255.5830959,5,628.2646227,1,1471.122348,1,103.9608752,20,14,11,767.9732888,3
705,9,4,2,1,0,0,0,1,0,高新区,18329,402.4567977,华阳 广都 四河 五根松,255.5830959,5,628.2646227,1,1471.122348,1,103.9608752,20,14,11,767.9732888,3
1055,28,3,2,1,0,0,1,0,1,高新区,13346,1072.546283,四河 广都 华府大道,220.0314204,2,1797.155272,1,1840.09297,1,213.8279578,20,6,3,443.7338496,2
850,17,3,2,1,0,1,0,0,0,高新区,13346,1072.546283,四河 广都 华府大道,220.0314204,2,1797.155272,1,1840.09297,1,213.8279578,20,6,3,443.7338496,2
945,15,3,2,1,0,1,0,0,0,高新区,13346,1072.546283,四河 广都 华府大道,220.0314204,2,1797.155272,1,1840.09297,1,213.8279578,20,6,3,443.7338496,2
840,13,3,1,1,0,1,0,0,1,高新区,18329,402.4567977,华阳 广都 四河 五根松,255.5830959,5,628.2646227,1,1471.122348,1,103.9608752,20,14,11,767.9732888,3
950,23,3,1,1,0,0,0,0,1,高新区,18329,402.4567977,华阳 广都 四河 五根松,255.5830959,5,628.2646227,1,1471.122348,1,103.9608752,20,14,11,767.9732888,3
870,11,3,1,1,0,1,0,1,0,高新区,18329,402.4567977,华阳 广都 四河 五根松,255.5830959,5,628.2646227,1,1471.122348,1,103.9608752,20,14,11,767.9732888,3
1005,21,4,2,1,0,1,0,0,1,高新区,25113,242.8479112,五根松 华阳 广都 海昌路,177.7757764,3,1260.57376,1,1037.744651,1,362.2245318,12,1,1,519.4404755,1
1005,19,4,2,1,0,0,1,0,0,高新区,25113,242.8479112,五根松 华阳 广都 海昌路,177.7757764,3,1260.57376,1,1037.744651,1,362.2245318,12,1,1,519.4404755,1
745,14,4,2,1,0,0,0,0,1,高新区,25113,242.8479112,五根松 华阳 广都 海昌路,177.7757764,3,1260.57376,1,1037.744651,1,362.2245318,12,1,1,519.4404755,1
535,7,4,2,1,0,0,0,0,0,高新区,25113,242.8479112,五根松 华阳 广都 海昌路,177.7757764,3,1260.57376,1,1037.744651,1,362.2245318,12,1,1,519.4404755,1
850,14,4,2,1,0,0,0,1,0,高新区,18329,402.4567977,华阳 广都 四河 五根松,255.5830959,5,628.2646227,1,1471.122348,1,103.9608752,20,14,11,767.9732888,3
530,9,5,2,2,0,0,0,0,0,高新区,25113,242.8479112,五根松 华阳 广都 海昌路,177.7757764,3,1260.57376,1,1037.744651,1,362.2245318,12,1,1,519.4404755,1
